,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
857,Chevrolet Sail 1.2,2015,371000,40000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5
858,Mahindra Bolero DI,2010,320000,300000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7
859,Tata Indigo CS,2012,204999,120000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5
860,Hyundai Accent GLX,2003,110000,90000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5
861,Ford Fusion 1.4,2009,150000,100000,Diesel,Individual,Manual,Fourth & Above Owner,17.7,1399.0,68.0,5
862,Mahindra Bolero 2011-2019,2016,625000,90000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7
863,Mahindra Scorpio 1.99,2017,1300000,50000,Diesel,Individual,Manual,Second Owner,15.4,1997.0,120.0,7
864,Skoda Octavia Ambition,2015,900000,168000,Diesel,Individual,Manual,First Owner,20.6,1968.0,141.0,5
865,Ford Figo Diesel,2010,180000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
866,Mahindra Bolero SLX,2010,421000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
867,Tata Indigo CS,2012,204999,120000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5
868,Honda WR-V i-DTEC,2017,900000,40000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5
869,Honda City 2017-2020,2006,165000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5
870,Hyundai i20 Magna,2010,270000,100000,Diesel,Individual,Manual,Fourth & Above Owner,21.9,1396.0,90.0,5
871,Maruti Vitara Brezza,2017,750000,40000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
872,Hyundai Elite i20,2019,750000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5
873,Maruti 800 Std,2002,40000,80000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4
874,Ford Figo Diesel,2011,190000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
875,Toyota Innova 2.5,2009,395000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,7
876,Toyota Fortuner 3.0,2010,800000,125000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7
877,Hyundai i20 1.2,2011,315000,80000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5
878,Audi A4 2.0,2014,1600000,44000,Diesel,Individual,Automatic,Second Owner,16.55,1968.0,147.51,5
879,Toyota Etios GD,2013,409999,90000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5
880,Hyundai Grand i10,2018,580000,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5
881,Hyundai i20 Sportz,2013,340000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5
882,Hyundai EON Magna,2015,270000,43000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
883,Tata Zest Quadrajet,2017,280000,80000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5
884,Tata Indica Vista,2012,130000,60000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5
885,Hyundai EON Era,2014,260000,18945,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5
886,Hyundai Grand i10,2018,710000,70000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5
887,Maruti Eeco Smiles,2013,204999,100000,Petrol,Individual,Manual,Third Owner,15.1,1196.0,73.0,7
888,Datsun GO Plus,2017,300000,60000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7
889,Maruti Swift Dzire,2009,180000,144000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5
890,Mahindra TUV 300,2016,700000,120000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7
891,Hyundai i20 1.4,2012,320000,107825,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5
892,Maruti Alto 800,2020,370000,15000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,5
893,Renault KWID RXT,2018,340000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
894,Maruti XL6 Alpha,2019,1040000,1620,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6
895,Hyundai i20 Active,2018,750000,30000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.76,5
896,Mahindra TUV 300,2018,600000,70000,Diesel,Individual,Manual,First Owner,18.49,2179.0,120.0,9
897,Mahindra Bolero 2011-2019,2016,550000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9
898,Toyota Innova 2.5,2013,600000,95000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,7
899,Tata Tigor 1.05,2017,550000,50000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5
900,Honda City i,2015,750000,160000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5
901,Hyundai Santro Magna,2019,450000,10000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5
902,Maruti Ertiga VDI,2012,400000,100000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7
903,Maruti Swift VDI,2016,520000,50000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5
904,Maruti Alto K10,2013,199000,60000,Petrol,Individual,Manual,Second Owner,20.2,998.0,67.1,5
905,Chevrolet Beat Diesel,2012,150000,110000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5
906,Hyundai i20 Active,2016,540000,80000,Diesel,Individual,Manual,Third Owner,21.19,1396.0,88.73,5
907,Maruti SX4 ZDI,2011,250000,85000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5
908,Maruti Wagon R,2010,200000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5
909,Tata Indica V2,2011,130000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5
910,Maruti 800 AC,2007,90000,90000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
911,Hyundai Verna 1.6,2012,450000,120000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5
912,Hyundai Verna CRDi,2009,280000,120000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5
913,Tata New Safari,2007,280000,160000,Diesel,Individual,Manual,Second Owner,13.93,2956.0,138.1,7
914,Maruti Zen LXI,2006,120000,141000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5
915,Maruti Swift Ldi,2008,290000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5
916,Hyundai Creta 1.4,2019,1000000,15000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5
917,Maruti Swift Dzire,2012,415000,108000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
918,Maruti Swift Dzire,2012,415000,108000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
919,Chevrolet Beat Diesel,2015,240000,55000,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,5
920,Tata Indica Vista,2010,250000,37944,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,5
921,Ford Figo Diesel,2011,175000,90400,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5
922,Hyundai Verna CRDi,2008,220000,85000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5
923,Maruti Zen D,2003,85000,120000,Diesel,Individual,Manual,Third Owner,20.8,1527.0,58.0,5
924,Maruti Swift Dzire,2019,675000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5
925,Renault Duster 85PS,2016,535000,50000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,5
926,Renault Triber RXZ,2019,675000,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7
927,Maruti Vitara Brezza,2016,800000,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
928,Maruti Ertiga ZDI,2012,425000,96000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7
929,Maruti Eeco 5,2011,150000,80000,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,5
930,Maruti Zen Estilo,2007,90000,60000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5
931,Mahindra XUV500 W6,2015,850000,90000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
932,Toyota Innova 2.5,2008,330000,193623,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8
933,Hyundai i20 1.4,2017,850000,63186,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
934,Mahindra Bolero SLX,2008,305000,219000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
935,Toyota Innova 2.5,2013,910000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,7
936,Toyota Innova 2.5,2012,1100000,151000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8
937,Maruti Baleno Zeta,2019,675000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5
938,Maruti Alto LXi,2010,150000,91500,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
939,Maruti Swift VDI,2015,550000,23000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
940,Volkswagen Vento Diesel,2012,350000,40000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5
941,Maruti Ritz VDi,2012,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5
942,Toyota Innova Crysta,2018,1745000,10000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7
943,Mahindra Scorpio 2009-2014,2014,611000,90000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,7
944,Honda Brio S,2016,400000,68000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5
945,Hyundai Elantra CRDi,2013,700000,120000,Diesel,Individual,Manual,First Owner,22.7,1582.0,126.24,5
946,Chevrolet Sail Hatchback,2013,300000,65000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5
947,Hyundai Getz GLS,2005,65000,85000,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5
948,Maruti Wagon R,2011,200000,94000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5
949,Hyundai i20 Asta,2015,650000,100000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
950,Hyundai i20 Asta,2015,650000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
951,Volkswagen Polo Diesel,2013,350000,80000,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,5
952,Tata Indica V2,2011,75000,140500,Diesel,Individual,Manual,Third Owner,17.88,1396.0,52.8,5
953,Maruti Swift Dzire,2010,240000,143000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5
954,Maruti Alto K10,2013,240000,60000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
955,Tata Indica Vista,2011,180000,120000,Diesel,Individual,Manual,Second Owner,18.4,1248.0,75.0,5
956,Hyundai Santa Fe,2014,900000,80000,Diesel,Individual,Automatic,Second Owner,13.01,2199.0,194.3,7
957,Mahindra Thar DI,2014,425000,63000,Diesel,Individual,Manual,Second Owner,18.06,2523.0,63.0,7
958,Chevrolet Spark 1.0,2009,95000,120000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5
959,Maruti Swift Dzire,2018,811000,100000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
960,Hyundai Verna VTVT,2018,1100000,60000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5
961,Chevrolet Tavera Neo,2013,600000,90000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9
962,Maruti Ertiga VDI,2014,550000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7
963,Mahindra Scorpio S4,2015,715000,70000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7
964,Tata Indigo LS,2006,100000,120000,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5
965,Mahindra Scorpio EX,2013,500000,195000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8
966,Maruti Wagon R,2013,350000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
967,Tata Indica V2,2008,100000,40000,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,5
968,Tata Safari DICOR,2012,325000,120000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7
969,Maruti Wagon R,2012,220000,360003,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
970,Maruti 800 AC,1999,55000,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
971,Renault KWID RXT,2016,330000,20000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
972,Mahindra Bolero 2011-2019,2014,480000,37000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
973,Maruti S-Cross 2017-2020,2018,950000,57000,Diesel,Individual,Manual,Second Owner,25.1,1248.0,88.5,5
974,Hyundai Verna Transform,2011,300000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5
975,Hyundai Verna Xi,2006,170000,110000,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5
976,Toyota Innova 2.5,2013,850000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,8
977,Tata Tigor 2017-2020,2019,900000,8079,Diesel,Dealer,Manual,First Owner,24.7,1047.0,69.0,5
978,Toyota Innova 2.5,2015,1325000,114368,Diesel,Dealer,Manual,Second Owner,12.99,2494.0,100.6,7
979,Ford Fiesta Classic,2012,350000,79990,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,67.0,5
980,Ford Figo Diesel,2012,425000,81632,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5
981,Ford Aspire Titanium,2016,600000,155201,Diesel,Dealer,Manual,First Owner,26.1,1498.0,99.23,5
982,Ford Ecosport 1.5,2014,750000,101504,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5
983,Ford Fiesta Classic,2012,450000,90165,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,5
984,Ford Figo Titanium,2010,325000,86017,Diesel,Dealer,Manual,Second Owner,25.5,1498.0,99.23,5
985,Mahindra XUV500 W8,2013,900000,85036,Diesel,Dealer,Manual,Second Owner,15.1,2179.0,140.0,7
986,Ford EcoSport 1.5,2013,600000,125531,Diesel,Dealer,Manual,Second Owner,22.77,1498.0,98.59,5
987,Hyundai Verna VTVT,2019,1100000,10000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5
988,Tata Tiago 1.2,2017,520000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
989,Mahindra Scorpio S10,2015,885000,170000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7
990,Tata Nexon 1.5,2018,950000,40000,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5
991,Honda City 1.5,2008,229999,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5
992,Maruti Ritz VDi,2013,409999,100000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5
993,Ford Fiesta EXi,2011,300000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5
994,Tata Indica V2,2008,175000,120000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,68.0,5
995,Maruti Alto LX,2000,108000,206000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5
996,Maruti Celerio ZXI,2017,425000,40000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5
997,Chevrolet Optra Magnum,2011,272000,170000,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991.0,123.7,5
998,Hyundai i10 Magna,2013,310000,70000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5
999,Hyundai Creta 1.4,2017,1125000,105000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5
1000,Hyundai Xcent 1.2,2014,450000,46000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,81.86,5
1001,Volkswagen Polo Diesel,2011,388000,80000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5
1002,Hyundai Verna Transform,2011,400000,60000,Petrol,Individual,Manual,First Owner,16.2,1599.0,103.2,5
1003,Honda City i,2015,760000,70000,Diesel,Individual,Manual,Third Owner,25.1,1498.0,98.6,5
1004,Maruti Alto LXi,2009,120000,90000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
1005,Maruti Swift Dzire,2019,757000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
1006,Maruti Alto 800,2015,270000,53000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5
1007,Tata Sumo MKII,2011,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179.0,118.35,7
1008,Toyota Innova Crysta,2011,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7
1009,Toyota Fortuner 4x2,2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,7
1010,Mahindra Thar CRDe,2014,700000,24000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6
1011,Honda Mobilio S,2016,450000,100000,Diesel,Individual,Manual,Second Owner,24.2,1498.0,98.6,7
1012,Mahindra KUV 100,2018,650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6
1013,Mahindra XUV500 W8,2013,950000,49700,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
1014,Toyota Innova 2.5,2007,626000,80000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7
1015,Maruti Swift Dzire,2019,600000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5
1016,Renault KWID RXT,2019,290000,21000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
1017,Maruti Alto K10,2013,215000,25000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
1018,Renault KWID RXT,2016,250000,22000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
1019,Maruti Ertiga SHVS,2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
1020,Maruti Alto K10,2016,250000,20000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5
1021,Honda BRV i-VTEC,2017,950000,15000,Petrol,Individual,Automatic,First Owner,15.4,1497.0,117.3,7
1022,Ford Figo Aspire,2018,793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5
1023,Hyundai Creta 1.6,2015,750000,74000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5
1024,Honda Jazz V,2017,725000,6550,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5
1025,Hyundai Grand i10,2016,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5
1026,BMW X6 xDrive30d,2013,3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993.0,241.0,4
1027,Maruti Swift Dzire,2018,795000,41779,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5
1028,Honda Jazz 1.2,2016,625000,54000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5
1029,Mercedes-Benz E-Class E250,2016,2900000,31000,Diesel,Dealer,Automatic,First Owner,13.0,2143.0,204.0,5
1030,Maruti Ignis 1.3,2017,625000,37000,Diesel,Individual,Automatic,First Owner,26.8,1248.0,74.0,5
1031,Chevrolet Cruze LTZ,2011,440000,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,4
1032,Toyota Corolla Altis,2018,1400000,13534,Petrol,Dealer,Manual,First Owner,14.28,1798.0,138.03,5
1033,Toyota Corolla Altis,2017,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794.0,138.1,5
1034,Mercedes-Benz GLA Class,2017,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,136.0,5
1035,Toyota Innova Crysta,2019,1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,8
1036,Kia Seltos HTX,2020,1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493.0,113.4,5
1037,Maruti Ciaz RS,2017,844999,70000,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5
1038,Skoda Rapid 1.5,2016,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,5
1039,Maruti Swift ZXI,2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5
1040,BMW 6 Series,2018,6000000,28156,Diesel,Dealer,Automatic,First Owner,17.09,2993.0,261.4,4
1041,Honda Jazz 1.2,2015,610000,30000,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,5
1042,Toyota Fortuner 2.8,2018,2940000,100000,Diesel,Dealer,Automatic,First Owner,12.9,2755.0,174.5,7
1043,Hyundai Creta 1.6,2017,1150000,63309,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5
1044,Toyota Innova Crysta,2016,1825000,94000,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7
1045,Hyundai Elite i20,2018,890000,29000,Petrol,Dealer,Automatic,First Owner,17.4,1197.0,81.86,5
1046,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5
1047,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5
1048,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5
1049,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7
1050,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5
1051,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5
1052,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5
1053,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5
1054,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5
1055,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7
1056,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
1057,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5
1058,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
1059,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5
1060,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
1061,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
1062,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5
1063,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5
1064,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5
1065,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5
1066,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5
1067,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5
1068,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7
1069,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5
1070,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5
1071,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5
